uid,gender,dob,user_age,survey_completed_at,YxZ6vHaWrjiZeuWh7u6f,4VkmpYHERksTAILQTTJK,bdBAzKDJf4fRFayyKVUv,9ZR7eWvLbWr74kHO72U8,Qdgvx8TLWNazLO6ZGuoP,HIEOGzWayi3OTZVed5S1,lJvzoqdgZxXyxOKQnlo6,DgFsclpb4ikv44YWa11a,KvIEjTzERWFzurF0UKXp,v7CDeDZbxdwxYSAR0d9X,lx7K6NXFzkjKwPPyhYJB,L0Vkyg6X7xTiRzkwlUwz 
7cb69944-a629-4c99-be6b-32c0b3e420aa,M,1965-05-26 00:00:00 UTC,61,2026-07-24 10:52:02 UTC,Super/hipermercado,"2,00–2,49 €",4,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,4,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
EA5C4D1A-4119-44F2-BCF2-0505651EB55D,M,1992-06-12 00:00:00 UTC,34,2026-07-25 05:58:40 UTC,Super/hipermercado,"Menos de 1,50 €",5,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,8,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
58243b96-3616-481e-8828-edf5326e28bd,NA,1964-01-30 23:00:00 UTC,62,2026-07-23 17:00:52 UTC,Tienda de conveniencia,"2,00–2,49 €",6,Es de menor calidad,Helado,,4,El equilibrio perfecto entre el relleno cremoso y el interior crujiente,,Los había comprado alguna vez,El sabor o la combinación de texturas (no se adapta a mis gustos personales),Indecisos
4075e3f2-2d5d-444d-b069-29f44efc8c26,NA,2001-01-31 23:00:00 UTC,25,2026-07-23 18:26:33 UTC,Tienda de conveniencia,"2,50–2,99 €",4,Es de menor calidad,No he consumido ninguno de los anteriores,,8,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),Indecisos
3af95446-e117-4fcc-834c-3e228076d0f0,F,1960-02-01 00:00:00 UTC,66,2026-07-20 13:18:25 UTC,Super/hipermercado,"Menos de 1,50 €",5,Es de menor calidad,Chocolate,,5,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
64ced694-46fd-477f-8363-3fe32a4c0ea3,M,2004-02-19 23:00:00 UTC,22,2026-07-25 11:55:17 UTC,Super/hipermercado,"Menos de 1,50 €",7,Es igual que otros chocolates con pistacho que he probado,Helado,,5,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),Indecisos
4DDC45C0-9150-4A91-862E-30609C0A60D8,F,1986-06-09 22:00:00 UTC,40,2026-07-16 08:01:41 UTC,Super/hipermercado,"2,00–2,49 €",6,No he probado otros chocolates con pistacho anteriormente,Helado,,6,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
fcbbd5f4-d105-4b25-891e-0cd25daf6a58,F,1992-04-17 22:00:00 UTC,34,,Super/hipermercado,"1,50–1,99 €",8,Es de menor calidad,Chocolate,,8,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),Indecisos
4befcdac-3f87-44bf-8ada-3fa4a9859ac4,M,1969-01-29 00:00:00 UTC,57,2026-07-23 12:06:45 UTC,Super/hipermercado,"Menos de 1,50 €",1,Es de mucho menor calidad,No he consumido ninguno de los anteriores,,1,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
dac426a5-9b2a-4ead-bb0e-d12c2e575841,NA,1995-10-21 23:00:00 UTC,31,2026-07-21 09:23:18 UTC,Super/hipermercado,"Menos de 1,50 €",4,Es de menor calidad,Chocolate,,3,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
1283dc74-b26c-40bd-9437-1f91d0e3c178,F,1996-04-29 00:00:00 UTC,30,2026-07-24 11:40:59 UTC,Tienda de conveniencia,"3,00 € o más",8,Es de mucho menor calidad,Turrón,,8,No me ha convencido especialmente,,"Sí lo conocía, pero no los había probado",El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
c68139df-3b37-42db-9589-9ab08f0c84b9,F,1983-03-12 00:00:00 UTC,43,2026-07-18 04:46:44 UTC,Super/hipermercado,"Menos de 1,50 €",2,Es de mucho menor calidad,No he consumido ninguno de los anteriores,,2,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
C798C1D7-A791-4941-8A71-A550E4E126D4,F,1969-09-09 00:00:00 UTC,57,2026-07-27 07:24:38 UTC,Super/hipermercado,"Menos de 1,50 €",1,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,1,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
9c9ed982-49a2-428a-b48a-2c18d69d44b5,F,1968-02-01 00:00:00 UTC,58,2026-07-23 07:29:45 UTC,Super/hipermercado,"Menos de 1,50 €",8,Es igual que otros chocolates con pistacho que he probado,Crema para untar,,8,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),Indecisos
136EECB7-730C-4403-9B50-FBEE33A6A282,NA,2006-12-12 23:00:00 UTC,20,2026-07-23 15:45:52 UTC,Super/hipermercado,"Menos de 1,50 €",1,Es de mucho menor calidad,No he consumido ninguno de los anteriores,,3,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
f8beb8a2-bc34-41da-9b3e-7347e2ae3728,M,1977-04-20 22:00:00 UTC,49,2026-07-25 08:39:38 UTC,Tienda de conveniencia,"2,00–2,49 €",9,No he probado otros chocolates con pistacho anteriormente,Bebidas,,8,No me ha convencido especialmente,,"Sí lo conocía, pero no los había probado",El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
ee4753df-d76e-4b0c-9056-0dfd6b8485e8,F,1937-12-22 00:00:00 UTC,69,2026-07-24 07:20:21 UTC,Super/hipermercado,"Menos de 1,50 €",6,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,6,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
D424A672-1538-4569-918E-95FDFFE8BEC3,F,1991-07-25 22:00:00 UTC,35,2026-07-17 17:26:11 UTC,Tiendas gourmet,"2,50–2,99 €",9,Es de mucho menor calidad,Turrón,,8,No me ha convencido especialmente,,Soy compradora/o habitual,El sabor o la combinación de texturas (no se adapta a mis gustos personales),Indecisos
e83f5dae-f3cc-4ed6-a69f-fbbe48e780ba,F,1965-11-21 00:00:00 UTC,61,2026-07-21 12:14:20 UTC,Super/hipermercado,"Menos de 1,50 €",5,Es igual que otros chocolates con pistacho que he probado,No he consumido ninguno de los anteriores,,5,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
b06c2922-6156-4d46-ad52-e6deb54ee28d,M,1974-06-23 00:00:00 UTC,52,,Tienda de conveniencia,"2,00–2,49 €",9,Es de menor calidad,Chocolate,,10,El equilibrio perfecto entre el relleno cremoso y el interior crujiente,,"Sí lo conocía, pero no los había probado",El sabor o la combinación de texturas (no se adapta a mis gustos personales),Indecisos
fca83ee3-38d6-4d2f-850b-230218b10619,NA,1993-06-21 22:00:00 UTC,33,2026-07-24 08:16:40 UTC,Super/hipermercado,"1,50–1,99 €",4,Es de menor calidad,No he consumido ninguno de los anteriores,,4,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
d1f2ab82-59ca-4333-bd5f-cd552b5ff362,F,1975-11-06 00:00:00 UTC,51,2026-07-22 15:53:09 UTC,Super/hipermercado,"Menos de 1,50 €",7,Es ligeramente mejor,No he consumido ninguno de los anteriores,,8,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),Indecisos
fcbbd5f4-d105-4b25-891e-0cd25daf6a58,F,1992-04-17 22:00:00 UTC,34,2026-07-23 11:33:44 UTC,Super/hipermercado,"1,50–1,99 €",8,Es de menor calidad,Chocolate,,8,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),Indecisos
d88ebc26-e393-43a5-b499-8fe01831e06f,F,1962-06-05 00:00:00 UTC,64,2026-07-24 16:54:57 UTC,Super/hipermercado,"1,50–1,99 €",7,Es igual que otros chocolates con pistacho que he probado,Helado,,8,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),Indecisos
d0691a8f-43d9-4cc5-915d-4709d9dd22a8,NA,1994-06-28 22:00:00 UTC,32,2026-07-21 15:15:03 UTC,Super/hipermercado,"Menos de 1,50 €",5,Es de mucho menor calidad,Helado,,1,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
43c49878-c976-4b67-847e-fcab68a0a857,M,1982-07-12 00:00:00 UTC,44,,Super/hipermercado,,6,,,,6,,,,El sabor o la combinación de texturas (no se adapta a mis gustos personales),Indecisos
1ccc9063-bbec-4f04-8430-0752b1b46b5d,M,1997-02-11 23:00:00 UTC,29,2026-07-26 13:32:46 UTC,Super/hipermercado,"Menos de 1,50 €",8,Es ligeramente mejor,Helado,,8,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),Indecisos
e302bc00-b863-412c-9d85-cd3439c7ada9,F,1969-07-22 00:00:00 UTC,57,2026-07-21 17:42:39 UTC,Super/hipermercado,"1,50–1,99 €",3,Es de mucho menor calidad,Chocolate,,3,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
fe751846-2475-44f2-8c6e-4f3810976745,NA,1985-12-28 23:00:00 UTC,41,2026-07-26 16:57:08 UTC,Super/hipermercado,"Menos de 1,50 €",4,Es de mucho menor calidad,Helado,,4,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),Indecisos
34eda4c7-6af5-4fe8-811c-bbe9ac7cbbc2,M,1989-12-22 00:00:00 UTC,37,2026-07-27 15:37:15 UTC,Super/hipermercado,"Menos de 1,50 €",6,Es igual que otros chocolates con pistacho que he probado,Helado,,5,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
67097741-AA56-4473-B349-A512E43388E8,F,1989-01-17 00:00:00 UTC,37,2026-07-18 15:50:55 UTC,Super/hipermercado,"1,50–1,99 €",4,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,4,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
1087e74d-1736-45c5-b7de-a4390c1fb637,F,1975-06-09 00:00:00 UTC,51,2026-07-28 05:33:50 UTC,Tienda online,"Menos de 1,50 €",8,Es igual que otros chocolates con pistacho que he probado,Helado,,9,El equilibrio perfecto entre el relleno cremoso y el interior crujiente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),Indecisos
0a6452a5-7e1f-4887-9715-09c8d22054f3,M,1984-10-04 23:00:00 UTC,42,2026-07-15 13:36:15 UTC,Super/hipermercado,"2,00–2,49 €",9,Es ligeramente mejor,No he consumido ninguno de los anteriores,,7,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),Indecisos
19ffe05e-fce9-4842-ad40-e96c14bccd5a,M,1956-06-24 00:00:00 UTC,70,2026-07-23 09:16:34 UTC,Tienda de conveniencia,"3,00 € o más",9,Es igual que otros chocolates con pistacho que he probado,Helado,Rrrttty,9,Otro,,"Sí lo conocía, pero no los había probado",El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
aaff8a88-f2a8-44e9-a2b1-a83df008c04a,M,1969-05-22 00:00:00 UTC,57,2026-07-25 07:59:48 UTC,Super/hipermercado,"1,50–1,99 €",6,Es igual que otros chocolates con pistacho que he probado,Chocolate,,6,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
dbab220d-0246-4298-95a2-bc7be6d4a732,M,1987-10-10 00:00:00 UTC,39,2026-07-26 19:55:06 UTC,Super/hipermercado,"1,50–1,99 €",7,Es de menor calidad,Chocolate,,6,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),Indecisos
ea704624-910c-4f4f-902d-b6e12a153496,F,1976-07-11 22:00:00 UTC,50,,Super/hipermercado,"Menos de 1,50 €",6,Es ligeramente mejor,Helado,,8,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),Indecisos
21d49e0c-1a58-4ca7-812e-75eb239784d0,F,1991-11-05 23:00:00 UTC,35,2026-07-21 17:01:39 UTC,Super/hipermercado,"1,50–1,99 €",8,Es ligeramente mejor,Helado,,9,El equilibrio perfecto entre el relleno cremoso y el interior crujiente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),Indecisos
aba21f6d-a877-420f-8794-ce2f8cb4d360,F,1997-12-17 23:00:00 UTC,29,2026-07-20 03:18:31 UTC,Super/hipermercado,"Menos de 1,50 €",5,Es de mucho menor calidad,Turrón,,5,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
EA5C4D1A-4119-44F2-BCF2-0505651EB55D,M,1992-06-12 00:00:00 UTC,34,,Super/hipermercado,"Menos de 1,50 €",5,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,8,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
2552cdd8-1c0f-47f2-97c7-caf208884a6b,M,1974-09-07 22:00:00 UTC,52,2026-07-23 05:57:21 UTC,Super/hipermercado,"Menos de 1,50 €",2,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,1,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
DDFD76A6-CA7E-4368-8F01-4A5274AF26DF,M,1976-03-11 23:00:00 UTC,50,2026-07-19 20:21:49 UTC,Super/hipermercado,"Menos de 1,50 €",5,Es de menor calidad,Helado,,5,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
b460dcd7-347e-43b5-a267-e4124a93d272,F,1980-06-17 22:00:00 UTC,46,2026-07-22 16:42:32 UTC,Super/hipermercado,"Menos de 1,50 €",1,No he probado otros chocolates con pistacho anteriormente,Chocolate,,1,No me ha convencido especialmente,,"Sí lo conocía, pero no los había probado",El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
7C5A4D25-229F-40C5-8F69-DBE8044BE0A2,NA,1965-05-04 22:00:00 UTC,61,2026-07-24 20:23:40 UTC,Super/hipermercado,"Menos de 1,50 €",7,No he probado otros chocolates con pistacho anteriormente,Crema para untar,,7,El equilibrio perfecto entre el relleno cremoso y el interior crujiente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),Indecisos
A5AC97FB-117F-4D5C-9FC7-BF1027FA8AC8,F,1960-09-29 00:00:00 UTC,66,2026-07-22 16:19:27 UTC,Super/hipermercado,"Menos de 1,50 €",1,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,1,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
ea704624-910c-4f4f-902d-b6e12a153496,F,1976-07-11 22:00:00 UTC,50,2026-07-24 10:57:17 UTC,Super/hipermercado,"Menos de 1,50 €",6,Es ligeramente mejor,Helado,,8,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),Indecisos
26ab2d4b-fa5f-4a1e-9747-1fdae6f7ea96,F,2001-01-27 00:00:00 UTC,25,2026-07-24 08:57:56 UTC,Super/hipermercado,"1,50–1,99 €",6,Es de menor calidad,Helado,,5,La calidad y el sabor del chocolate con leche exterior,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
4a2c9f52-719f-4224-a1b2-7f8fc655bdbb,F,1983-09-10 00:00:00 UTC,43,,Super/hipermercado,"Menos de 1,50 €",5,Es de menor calidad,Helado,,5,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
7d300759-f3f9-4125-8234-447729830393,M,1974-06-06 00:00:00 UTC,52,2026-07-26 13:17:23 UTC,Super/hipermercado,"Menos de 1,50 €",4,Es de menor calidad,Chocolate,,6,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
cc47cdfa-9812-472b-b4a9-9cf26bf965d6,F,1982-09-13 00:00:00 UTC,44,2026-07-27 15:08:11 UTC,Super/hipermercado,"1,50–1,99 €",7,No he probado otros chocolates con pistacho anteriormente,Helado,,9,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),Indecisos
CFEE08F9-E10C-4785-B0CF-4C63689F9891,NA,1996-11-29 23:00:00 UTC,30,2026-07-24 15:21:17 UTC,Tiendas gourmet,"1,50–1,99 €",7,Es de menor calidad,Helado,,7,La calidad y el sabor del chocolate con leche exterior,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
63d2e60a-0cc6-4be9-91fa-a74007d0c200,M,1992-06-02 22:00:00 UTC,34,2026-07-19 08:36:11 UTC,Tienda de conveniencia,"1,50–1,99 €",7,Es igual que otros chocolates con pistacho que he probado,Helado,,6,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),Indecisos
FCBD73B5-9461-4444-A684-585BA48148A0,F,1967-01-13 00:00:00 UTC,59,2026-07-25 15:14:22 UTC,Super/hipermercado,"Menos de 1,50 €",6,Es igual que otros chocolates con pistacho que he probado,No he consumido ninguno de los anteriores,,6,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
46995999-8b8d-41ab-9dfe-8ccec1ee0e4b,M,1994-12-20 00:00:00 UTC,32,2026-07-17 16:05:43 UTC,Super/hipermercado,"Menos de 1,50 €",7,No he probado otros chocolates con pistacho anteriormente,Helado,,6,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
453ddd73-7dce-4caa-b0ca-8d6f2174e1d8,NA,1999-04-12 22:00:00 UTC,27,2026-07-21 13:05:11 UTC,Super/hipermercado,"1,50–1,99 €",7,Es igual que otros chocolates con pistacho que he probado,Helado,,7,El equilibrio perfecto entre el relleno cremoso y el interior crujiente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
9545b429-d795-41b1-926c-05c939c9fd01,F,1981-06-11 00:00:00 UTC,45,2026-07-22 13:42:40 UTC,Super/hipermercado,"Menos de 1,50 €",6,Es igual que otros chocolates con pistacho que he probado,No he consumido ninguno de los anteriores,,7,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
f9840266-bb68-4de9-b5cc-6e2965a7aa3e,F,1989-04-06 22:00:00 UTC,37,2026-07-18 13:08:37 UTC,Super/hipermercado,"1,50–1,99 €",4,Es igual que otros chocolates con pistacho que he probado,Helado,,4,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
398f8b63-abee-4048-95ea-9dc868ff2102,F,1964-07-08 00:00:00 UTC,62,2026-07-18 07:05:50 UTC,Super/hipermercado,"1,50–1,99 €",4,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,4,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
5BD0CB94-2B76-4AFB-96B4-BDACA71CE7C3,F,1976-12-15 00:00:00 UTC,50,2026-07-29 13:03:15 UTC,Super/hipermercado,"Menos de 1,50 €",8,Es de menor calidad,Helado,,8,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
47270208-fe24-4b28-9f1c-04b1f13a2e38,F,1995-07-02 00:00:00 UTC,31,2026-07-25 10:16:37 UTC,Super/hipermercado,"2,00–2,49 €",4,Es de menor calidad,No he consumido ninguno de los anteriores,,4,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
b39b9852-1515-4f99-9fb5-40399d1a4337,F,1984-07-07 00:00:00 UTC,42,2026-07-16 12:59:19 UTC,Super/hipermercado,"3,00 € o más",3,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,3,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
51e0c261-ba47-4e7c-827f-c5edd4ec93a9,F,1999-02-24 23:00:00 UTC,27,2026-07-15 18:51:51 UTC,Tienda de conveniencia,"2,50–2,99 €",9,No he probado otros chocolates con pistacho anteriormente,Chocolate,,9,No me ha convencido especialmente,,"Sí lo conocía, pero no los había probado",El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
aee56dbb-8773-4069-a1fd-ce647575c016,F,1985-08-03 22:00:00 UTC,41,2026-07-21 15:57:42 UTC,Tienda de conveniencia,"Menos de 1,50 €",1,Es de mucho menor calidad,Confitería / dulces / bollería,,1,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
b90a155a-1919-42e2-a72d-a70e98326451,M,1960-09-23 22:00:00 UTC,66,2026-07-18 09:01:50 UTC,Super/hipermercado,"1,50–1,99 €",6,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,5,La calidad y el sabor del chocolate con leche exterior,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),Indecisos
34eda4c7-6af5-4fe8-811c-bbe9ac7cbbc2,M,1989-12-22 00:00:00 UTC,37,,Super/hipermercado,"Menos de 1,50 €",6,Es igual que otros chocolates con pistacho que he probado,Helado,,5,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
953215A4-43F0-4CA8-BAAB-732C5ACC2F15,M,1988-07-19 22:00:00 UTC,38,2026-07-24 15:30:36 UTC,Tiendas gourmet,"Menos de 1,50 €",1,Es igual que otros chocolates con pistacho que he probado,Chocolate,,10,La calidad y el sabor del chocolate con leche exterior,,Soy compradora/o habitual,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
f32abd76-a9af-4f0e-9288-fae323b11f5f,F,1988-04-26 22:00:00 UTC,38,2026-07-19 10:12:53 UTC,Super/hipermercado,"Menos de 1,50 €",6,Es de mucho menor calidad,Helado,,2,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
f184917f-2351-44d3-8715-af9cf11bd27c,F,1970-03-08 00:00:00 UTC,56,2026-07-25 08:42:18 UTC,Tienda de conveniencia,"2,00–2,49 €",6,Es de mucho menor calidad,Chocolate,,6,La calidad y el sabor del chocolate con leche exterior,,Soy compradora/o habitual,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
0e22fa77-e490-4be9-9d2b-f2b4383ec423,F,1973-09-19 00:00:00 UTC,53,2026-07-17 17:19:09 UTC,Super/hipermercado,"Menos de 1,50 €",4,No he probado otros chocolates con pistacho anteriormente,Helado,,3,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
7139BCDE-311C-46C5-9D68-A6C84B1490AF,F,1997-07-30 22:00:00 UTC,29,2026-07-28 07:39:43 UTC,Tienda de conveniencia,"2,50–2,99 €",4,Es igual que otros chocolates con pistacho que he probado,Turrón,,10,El equilibrio perfecto entre el relleno cremoso y el interior crujiente,,Soy compradora/o habitual,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
C93F6365-55E5-40E8-9532-CC7C6B1C96E3,F,2003-01-10 00:00:00 UTC,23,2026-07-19 09:40:06 UTC,Super/hipermercado,"1,50–1,99 €",7,Es igual que otros chocolates con pistacho que he probado,Helado,,8,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
191ABC00-6442-45C9-92F8-4B54C50955B9,M,1973-05-24 23:00:00 UTC,53,2026-07-25 18:33:44 UTC,Tienda de conveniencia,"3,00 € o más",9,Es de mucho menor calidad,Helado,Muy bien todo muy bonito muy bien todo perfecto todo perfecto muy bonito,8,Otro,,Soy compradora/o habitual,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
b237209f-8a40-448c-a95b-9e6a7e04e6ae,M,1955-07-27 00:00:00 UTC,71,2026-07-23 10:25:08 UTC,Super/hipermercado,"Menos de 1,50 €",6,No he probado otros chocolates con pistacho anteriormente,Barras energéticas,,6,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
f14f57b9-04d3-49c4-be29-52b6861db237,F,1966-08-31 00:00:00 UTC,60,2026-07-27 16:43:40 UTC,Super/hipermercado,"Menos de 1,50 €",1,No he probado otros chocolates con pistacho anteriormente,Helado,Puedo deciros que no salió la muestra y que he mandado un correo y aún así seguís mandando la encues,1,Otro,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
74AC4D7C-644B-460F-A605-B2A4B3EE1517,M,1977-06-02 00:00:00 UTC,49,2026-07-18 14:12:40 UTC,Super/hipermercado,"1,50–1,99 €",8,No he probado otros chocolates con pistacho anteriormente,Confitería / dulces / bollería,,8,El equilibrio perfecto entre el relleno cremoso y el interior crujiente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),Indecisos
f0ce832c-afbf-4aca-aa29-db2accb1cc41,F,2001-01-02 23:00:00 UTC,25,2026-07-21 17:39:43 UTC,Tiendas gourmet,"Menos de 1,50 €",10,Es ligeramente mejor,Chocolate,,10,Otro,,Los había comprado alguna vez,El sabor o la combinación de texturas (no se adapta a mis gustos personales),Indecisos
0b9a5c2a-c006-4e62-809a-e61d3531c4fb,F,1970-04-02 23:00:00 UTC,56,2026-07-24 09:08:24 UTC,Super/hipermercado,"3,00 € o más",8,Es de menor calidad,Helado,,8,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),Indecisos
b92beaf6-9a6c-48cc-8cbe-6005ffb107ce,NA,1987-08-10 22:00:00 UTC,39,2026-07-19 16:59:27 UTC,Super/hipermercado,"1,50–1,99 €",5,Es igual que otros chocolates con pistacho que he probado,Confitería / dulces / bollería,,5,No me ha convencido especialmente,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
ab6ef0e3-e967-48cc-8d16-4e7451d57534,F,1972-07-01 00:00:00 UTC,54,2026-07-29 12:02:09 UTC,Tiendas gourmet,"Menos de 1,50 €",4,No he probado otros chocolates con pistacho anteriormente,Chocolate,,4,Otro,,No lo conocía,El sabor o la combinación de texturas (no se adapta a mis gustos personales),No compradores
